region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled
China,Historical,EV stock share,Trucks,EV,2016,percent,0.300000011920929,32642.0,410.0,6.515015012117768,3596.0,589.74,46.46767224398617,102.44,1860.0,2.0,188.258618873916,74960.0
China,Historical,Oil displacement Mbd,Buses,EV,2016,Milion barrels per day,0.010999999940395,37989.0,231.0,9.03,4730.0,437.05,84.0,363.64,2036.0,4.0,242.0,59239.0
China,Historical,Oil displacement Mbd,Trucks,EV,2016,Milion barrels per day,0.006899999920279,55067.467340845134,520.0,4.25,2557.0,531.86,47.0,90.38,1475.0,4.489460069814336,203.0,63900.0
China,Historical,Oil displacement Mbd,Vans,EV,2016,Milion barrels per day,0.000639999983832,56956.0,581.0,1.72,2046.0,475.49,31.0,53.36,1676.0,6.0,90.0,77613.0
China,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,0.008200000040233,37711.0,461.05626152826056,6.3,4000.0,712.0,56.0,125.84,2382.0,3.0,176.0,45303.0
China,Historical,"Oil displacement, million lge",Buses,EV,2016,"Oil displacement, million lge",670.0,65230.0,143.0,6.503905931589273,1852.9877086205847,29.52,28.0,195.8,1969.0,4.0,183.0,81942.0
China,Historical,"Oil displacement, million lge",Trucks,EV,2016,"Oil displacement, million lge",410.0,42871.0,581.8237596704814,11.81,4292.0,916.77,79.0,147.94,1583.0,4.447965485988432,278.0,47620.0
China,Historical,"Oil displacement, million lge",Vans,EV,2016,"Oil displacement, million lge",38.0,62187.0,243.0,11.1,832.0,-4.710987344180182,73.0,300.41,2151.0,4.0,242.0,57477.0
China,Historical,"Oil displacement, million lge",Cars,EV,2016,"Oil displacement, million lge",490.0,68486.0,204.9438901124155,11.52,1890.0,120.2,51.0,320.75,2048.0,4.0,290.0,50164.3955606153
China,Historical,Oil displacement Mbd,Buses,EV,2017,Milion barrels per day,0.023000000044704,35350.0,431.0,6.522110210695653,928.1530287335181,184.81,66.0,153.13,1790.0,2.0,188.22380517281408,95551.0
China,Historical,Oil displacement Mbd,Trucks,EV,2017,Milion barrels per day,0.012000000104308,54814.573132986945,344.0,2.98,720.0,87.14506262067545,55.0,159.88,2091.0,7.0,119.0,75964.0
China,Historical,Oil displacement Mbd,Vans,EV,2017,Milion barrels per day,0.003199999919161,65419.0,547.0,4.79,1176.0,257.31,40.0,-21.772072524198222,2123.0,4.0,118.0,50165.43088880963
China,Historical,Oil displacement Mbd,Cars,EV,2017,Milion barrels per day,0.014999999664724,54899.81699225995,524.0,11.59,1504.0,315.24,34.0,64.89,1619.0,7.0,77.0,93111.0
China,Historical,"Oil displacement, million lge",Buses,EV,2017,"Oil displacement, million lge",1300.0,48477.0,469.0,5.08,2215.0,436.88221061470784,61.81886047734734,134.2630655271223,2499.0,2.0,272.0,50170.373971705565
China,Historical,"Oil displacement, million lge",Trucks,EV,2017,"Oil displacement, million lge",730.0,58776.0,491.0,3.91,5446.5891138671395,952.74,74.0,150.71,1200.0,3.0,191.0,28159.0
China,Historical,"Oil displacement, million lge",Vans,EV,2017,"Oil displacement, million lge",190.0,63566.0,554.0,6.416945569764564,78.61925213857603,178.83,73.64492887897545,137.18,1533.0,4.503536842669399,186.32151698523117,50166.16610565001
China,Historical,"Oil displacement, million lge",Cars,EV,2017,"Oil displacement, million lge",920.0,69622.0,435.0,9.43,3208.0,558.19,54.0,126.2662466724176,2167.0,7.0,177.0,418.0
China,Historical,EV stock share,Trucks,EV,2017,percent,0.589999973773956,46219.0,156.0,10.99,4596.0,286.79,23.0,147.44,1034.0,7.0,189.0,62120.0
China,Historical,EV stock share,Cars,EV,2017,percent,0.660000026226044,54944.432502015305,171.0,2.67,1472.0,21.83560062200695,63.0,368.42,2227.0,2.0,274.0,50168.553460317235
China,Historical,EV sales share,Trucks,EV,2017,percent,3.70000004768372,38075.0,446.940474552042,3.26,2060.0,348.55,93.0,219.86,1507.0,2.0,158.0,82281.0
China,Historical,EV sales share,Cars,EV,2017,percent,2.40000009536743,70830.0,181.0,1.7,1004.0,-36.10963388367696,96.0,530.39,1749.1442495896717,6.0,185.701875741739,3767.0
China,Historical,EV stock share,Vans,EV,2017,percent,0.97000002861023,69298.0,364.0,8.27,4414.0,642.68,51.88486709345217,159.34,1751.4704526806154,7.0,165.0,90526.0
China,Historical,EV sales share,Vans,EV,2017,percent,4.90000009536743,64503.0,383.0,6.437507252651448,3793.0,581.09,95.0,248.04,1710.0,4.47629601695446,181.0,72550.0
China,Historical,EV stock share,Buses,EV,2017,percent,9.39999961853027,65085.0,362.0,1.74,955.0,138.28,98.0,270.72,1051.0,4.464557236363448,161.0,51576.0
China,Historical,EV sales share,Buses,EV,2017,percent,60.0,35733.0,185.0,3.71,3622.6481566025054,349.8,24.0,129.73,1746.886847775376,2.0,188.0098526893488,70706.0
China,Historical,EV stock,Trucks,BEV,2017,Vehicles,130000.0,37513.0,184.0,11.84,983.0,72.35,38.0,268.7669128973161,1747.2719468743028,4.489879154445175,163.0,62518.0
China,Historical,EV stock,Trucks,FCEV,2017,Vehicles,1.0,69812.0,291.0,8.62,2124.0,228.43423040483373,31.0,106.53,2034.0,7.0,186.0,11769.0
China,Historical,EV stock,Cars,PHEV,2017,Vehicles,280000.0,60738.0,207.0,2.68,4621.0,382.62,45.0,217.39,1334.0,6.0,238.0,11862.0
China,Historical,EV sales,Trucks,BEV,2017,Vehicles,71000.0,58006.0,177.0,2.4,3915.0,277.18,40.0,258.4331250007576,1683.0,4.5301184032138115,212.0,12685.0
China,Historical,EV sales,Cars,PHEV,2017,Vehicles,110000.0,68764.0,461.0,3.72,1187.0,218.88,94.0,203.9,1730.0,5.0,172.0,36012.0
China,Historical,EV stock,Cars,BEV,2017,Vehicles,930000.0,63531.0,286.0,6.4942525339645885,2548.013047928468,277.8555023006638,65.0,227.27,1085.0,4.488302375536665,224.0,66486.0
China,Historical,EV sales,Cars,BEV,2017,Vehicles,470000.0,69118.0,318.7662484885419,8.66,4969.0,664.6114842651793,46.0,181.1,1272.0,6.0,187.0,50163.67484001013
China,Historical,EV charging points,EV,Publicly available fast,2017,charging points,83000.0,58499.0,279.0,6.480184011175088,4848.0,604.8304870312702,36.0,129.03,1742.0,5.0,159.0,64471.0
China,Historical,EV charging points,EV,Publicly available slow,2017,charging points,130000.0,65264.0,587.0,7.54,802.0,188.31,74.05439379179015,98.81,1469.0,7.0,192.0,82027.0
China,Historical,EV stock,Buses,FCEV,2017,Vehicles,340.0,54808.02518492339,527.0,6.396468151694368,384.6693447888747,208.69,24.0,45.54,1153.0,7.0,83.0,6635.0
China,Historical,EV stock,Buses,BEV,2017,Vehicles,280000.0,40722.0,261.0,10.17,3330.0,347.65,83.0,318.01,1746.7912165589767,3.0,240.0,50172.52310097192
China,Historical,EV sales,Buses,FCEV,2017,Vehicles,380.0,79589.0,393.0,7.52,3261.97484818925,513.1,39.0,99.24,1938.0,6.0,283.0,37448.0
China,Historical,EV sales,Buses,BEV,2017,Vehicles,88000.0,68757.0,507.7027197158777,6.3803714285844215,71.0,163.45171302496027,81.0,147.81,2217.0,2.0,185.98018326269235,21645.0
China,Historical,EV stock,Vans,BEV,2017,Vehicles,120000.0,62667.0,191.0,11.8,1700.0,129.88,21.292043296435402,130.89,1749.6432600274927,6.0,142.0,48073.0
China,Historical,EV sales,Vans,BEV,2017,Vehicles,68000.0,47742.0,518.0,1.94,2960.0,613.31,34.0,65.64,1871.0,3.0,240.0,71113.0
China,Historical,EV sales,Buses,PHEV,2017,Vehicles,240.0,34971.0,210.0,6.24,1712.0,89.26534789744528,91.0,433.33,1837.0,4.485195784211847,196.0,50174.53182047201
China,Historical,EV stock,Buses,PHEV,2017,Vehicles,30000.0,54774.569086851276,578.0,7.17,146.0,33.76,25.0,43.25,1996.0,4.578266960310278,139.0,20455.0
China,Historical,EV stock,Vans,PHEV,2017,Vehicles,17.0,74380.0,320.0,11.36,1960.0,250.88,29.0,90.62,1629.0,6.0,197.0,73503.0
China,Historical,Electricity demand,Buses,EV,2017,GWh,11000.0,42175.0,350.39590242674285,9.81,3105.0,421.04,50.916522765327954,165.19,1941.0,6.0,178.0,51200.0
China,Historical,Electricity demand,Trucks,EV,2017,GWh,4200.0,55272.446322261596,393.0,6.431430786022395,4045.0,635.87,56.0,142.49,1921.0,4.0,97.0,76867.0
China,Historical,Electricity demand,Vans,EV,2017,GWh,540.0,40991.0,320.0,2.46,2707.6943485077445,348.42,56.0,175.0,2333.0,4.0,285.0,50172.55085387165
China,Historical,Electricity demand,Cars,EV,2017,GWh,3400.0,55407.627087571855,-45.816271696107265,5.49,4824.0,254.71,89.0,674.24,2478.0,4.483137038204652,249.0,63308.0
China,Historical,Electricity demand,Buses,EV,2018,GWh,15000.0,60676.0,549.0,6.469169733775567,1709.0,375.3,95.0,193.16929156480478,2186.0,6.0,288.0,80774.0
China,Historical,Electricity demand,Trucks,EV,2018,GWh,5400.0,36404.0,334.36198984268253,9.91,568.0,49.08,42.0,160.03453402815558,1038.0,6.0,268.0,15222.0
China,Historical,Electricity demand,Vans,EV,2018,GWh,490.0,70249.0,341.0,4.52,4090.0,557.88,74.0,217.01,1741.0,3.0,160.0,50163.48730167668
China,Historical,Electricity demand,Cars,EV,2018,GWh,6200.0,49341.0,173.0,11.07,2604.0,180.2,64.0,369.94,1747.4378421533063,4.486720815646467,182.0,35756.0
China,Historical,EV stock,Vans,PHEV,2018,Vehicles,17.0,61830.0,448.0,6.455177695686946,2979.0,533.84,42.08106109400293,46.88,1496.0,5.0,254.0,27879.0
China,Historical,EV stock,Buses,PHEV,2018,Vehicles,31000.0,55387.90964816765,385.0,1.28,4586.0,706.24,23.0,59.74,2013.0,5.0,272.0,26303.0
China,Historical,EV sales,Buses,PHEV,2018,Vehicles,1200.0,52302.0,588.0,5.16,4504.0,1059.34,24.0,-84.72203759119742,1364.0,6.0,186.8654118173673,50168.8141028844
China,Historical,EV sales,Vans,BEV,2018,Vehicles,54000.0,55234.28165549579,325.0,9.52,3900.0,519.429710817549,85.0,330.89107589867183,1345.0,7.0,150.0,91001.0
China,Historical,EV stock,Vans,BEV,2018,Vehicles,200000.0,40628.0,473.0,9.59,3266.0,591.1368739490044,36.0,76.11,1746.78907706818,7.0,267.0,50172.55415138742
China,Historical,EV sales,Buses,BEV,2018,Vehicles,83000.0,31088.0,380.0,6.55470917220046,525.0,79.8,22.0,57.89,2355.0,7.0,260.0,69676.0
China,Historical,EV sales,Buses,FCEV,2018,Vehicles,890.0,34822.0,234.0,4.22,421.0,39.41,96.0,410.26,1049.0,7.0,133.0,50174.77976777359
China,Historical,EV stock,Buses,BEV,2018,Vehicles,360000.0,67946.0,481.1288720732462,2.1,4095.0,732.19,77.0,172.26,2338.0,2.0,88.0,61534.0
China,Historical,EV stock,Buses,FCEV,2018,Vehicles,1200.0,69737.0,582.0,1.51,1222.0,284.48,60.0,103.09,2253.0,5.0,274.0,73700.0
China,Historical,EV charging points,EV,Publicly available fast,2018,charging points,110000.0,62480.0,136.0,2.51,219.0,11.91,43.0,316.18,1749.92370454777,7.0,237.0,49258.0
China,Historical,EV charging points,EV,Publicly available slow,2018,charging points,160000.0,58126.0,356.0,8.17,1267.0,169.77553527058404,92.0,258.43,1990.0,5.0,201.0,79501.0
China,Historical,EV sales,Cars,BEV,2018,Vehicles,820000.0,79845.0,527.0,10.82,3097.0,610.5487693110776,98.0,185.96,2374.0,4.48639043820713,92.0,8509.0
China,Historical,EV stock,Cars,BEV,2018,Vehicles,1700000.0,79132.0,137.0,4.21,1005.0,-67.39570307502674,88.0,642.34,1051.0,4.390452358524554,185.1085433089798,54112.0
China,Historical,EV sales,Cars,PHEV,2018,Vehicles,270000.0,55412.38475311769,380.0,4.8,4716.090239221012,725.34,43.90151860298137,107.89,1747.0629364028093,4.0,164.0,15580.0
China,Historical,EV sales,Trucks,BEV,2018,Vehicles,36000.0,51035.0,431.0,3.68,1754.0,302.39,72.0,167.05,2034.0,5.0,187.10624210885317,86367.0
China,Historical,EV stock,Cars,PHEV,2018,Vehicles,540000.0,55208.06873078389,358.65651120705917,4.25,3478.0,445.18,98.0,306.25,1681.0,3.0,277.0,55390.0
China,Historical,EV stock,Trucks,FCEV,2018,Vehicles,400.0,31326.0,479.0,9.66,2455.0,470.38,96.0,200.42,2481.0,4.0,242.0,50175.5069426171
China,Historical,EV stock,Trucks,BEV,2018,Vehicles,170000.0,55105.941770278514,128.0,4.86,2510.9558080572324,131.6605246445343,53.0,414.06,2476.0,7.0,233.0,35047.0
China,Historical,EV sales,Trucks,FCEV,2018,Vehicles,400.0,45729.0,100.0,6.470382838013367,2047.263373354076,52.68,66.0,660.0,1865.0,2.0,110.0,62259.0
China,Historical,EV sales share,Buses,EV,2018,percent,64.0,45645.0,121.0,3.75,2034.0,98.45,132.20947573743032,793.39,1090.0,2.0,249.0,39866.0
China,Historical,EV stock share,Buses,EV,2018,percent,12.0,55260.20460216394,385.0,2.61,3826.8844112487122,598.29,28.0,72.73,1758.0,4.0,156.0,50168.04906546855
China,Historical,EV sales share,Vans,EV,2018,percent,3.5,66208.0,497.0,7.39,685.0,237.77975704596832,86.0,173.04,1750.890692819462,4.508642945641056,200.0,66356.0
China,Historical,EV stock share,Vans,EV,2018,percent,1.5,67108.0,436.0,5.74,510.0,88.94,44.0,100.92,1855.0,2.0,288.0,98634.0
China,Historical,EV sales share,Cars,EV,2018,percent,4.69999980926514,37767.0,124.83560584589614,6.45,4018.0,239.47,36.0,241.61,1746.323050405115,6.0,187.82344566323707,50173.30214854713
China,Historical,EV sales share,Trucks,EV,2018,percent,1.89999997615814,41645.0,501.0,6.484864059160635,41.456919880453825,119.24,68.0,132.45393354168297,1706.0,4.0,162.0,88175.0
China,Historical,EV stock share,Cars,EV,2018,percent,1.10000002384186,36627.0,541.0,4.62,1658.0,358.79,35.0,64.7,2472.0,5.0,94.0,79277.0
China,Historical,EV stock share,Trucks,EV,2018,percent,0.709999978542328,63790.0,191.0,10.24,453.0,34.61,99.0,518.32,1536.0,2.0,105.0,17559.0
China,Historical,Oil displacement Mbd,Buses,EV,2018,Milion barrels per day,0.030999999493361,30809.0,266.0,7.53,4909.0,522.32,85.0,319.55,1903.0,4.511422975458446,188.28682930143253,96128.0
China,Historical,Oil displacement Mbd,Trucks,EV,2018,Milion barrels per day,0.016000000759959,74467.0,366.0,7.34,4442.4078292325075,665.39,54.0,147.54,1646.0,5.0,262.0,50162.15310310623
China,Historical,Oil displacement Mbd,Vans,EV,2018,Milion barrels per day,0.00289999996312,58746.0,406.0,11.75,3734.0,606.4,89.0,289.61648288965074,1980.0,2.0,186.45835732782453,92835.0
China,Historical,Oil displacement Mbd,Cars,EV,2018,Milion barrels per day,0.029999999329448,54832.191485603194,132.0,7.15,570.0,-151.18097088067952,40.0,303.03,1977.0,6.0,169.0,30335.0
China,Historical,"Oil displacement, million lge",Buses,EV,2018,"Oil displacement, million lge",1900.0,68551.0,315.0,4.69,1297.0,163.42,36.0,114.29,1364.0,6.0,165.0,59390.0
China,Historical,"Oil displacement, million lge",Trucks,EV,2018,"Oil displacement, million lge",950.0,62693.0,386.0,9.75,3102.0,478.95,99.0,339.0542310072229,1600.0,7.0,112.0,27433.0
China,Historical,"Oil displacement, million lge",Vans,EV,2018,"Oil displacement, million lge",170.0,33123.0,295.0,11.75,2544.0,300.19,55.0,186.44,1745.9009601369626,4.0,230.0,46777.0
China,Historical,"Oil displacement, million lge",Cars,EV,2018,"Oil displacement, million lge",1800.0,67682.0,218.0,6.7,2638.0,222.8256893503338,25.0,114.68,1761.0,6.0,101.0,22985.0
China,Historical,Oil displacement Mbd,Buses,EV,2019,Milion barrels per day,0.032000001519919,70229.0,350.947749083574,6.461542180726149,4323.0,565.45,75.0,229.36,1750.1481192923927,2.0,240.0,50163.45485654423
China,Historical,Oil displacement Mbd,Trucks,EV,2019,Milion barrels per day,0.014999999664724,45291.0,113.0,11.33,2626.0,118.7,78.0,690.27,1075.0,2.0,187.32846164046796,26036.0
China,Historical,Oil displacement Mbd,Vans,EV,2019,Milion barrels per day,0.003100000089034,54768.62586345896,315.0,9.06,520.0,31.38298154941026,22.0,69.84,1971.0,7.0,120.0,94859.0
China,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.043000001460314,41016.0,378.0,6.520194758952309,593.0,89.66,46.0,121.69,1982.0,4.0,281.0,25896.0
China,Historical,"Oil displacement, million lge",Buses,EV,2019,"Oil displacement, million lge",1900.0,33457.0,139.0,2.52,4520.0,251.31,43.0,309.35,2058.0,4.547565792929487,101.0,69462.0
China,Historical,"Oil displacement, million lge",Trucks,EV,2019,"Oil displacement, million lge",880.0,55104.84067843167,362.0,6.485136951210873,2770.170530331984,390.24,77.0,212.71,1059.0,2.0,212.0,50168.26577054644
China,Historical,"Oil displacement, million lge",Vans,EV,2019,"Oil displacement, million lge",190.0,77744.0,590.0,6.14,2602.0,614.07,82.7836246202688,161.02,1889.0,2.0,183.0,81377.0
China,Historical,"Oil displacement, million lge",Cars,EV,2019,"Oil displacement, million lge",2600.0,79352.0,252.0,3.81,3927.0,395.84,30.0,119.05,2448.0,7.0,242.0,50160.780347328204
China,Historical,EV stock share,Trucks,EV,2019,percent,0.759999990463257,36536.0,292.0,2.53,2519.078322502447,292.2357037185374,69.81441307491438,315.07,1745.5268120887501,7.0,186.0,24939.0
China,Historical,EV stock share,Cars,EV,2019,percent,1.5,45262.0,362.8543585719374,10.86,1581.0,233.1112193468487,28.0,82.84,2097.0,7.0,156.0,48212.0
China,Historical,EV sales share,Trucks,EV,2019,percent,1.20000004768372,62422.0,299.555178531073,11.6,979.5486127729066,58.12,21.0,82.68,2171.0,2.0,166.0,50166.37400419872
China,Historical,EV sales share,Cars,EV,2019,percent,5.0,34602.0,216.0,4.7,2639.706577649584,229.65,58.0,268.52,2317.0,4.520297324999102,80.0,36967.0
China,Historical,EV stock share,Vans,EV,2019,percent,1.70000004768372,56044.0,539.0,6.471035597256156,218.0,231.1054126234821,31.0,57.51,1327.0,7.0,289.0,50168.40735294815
China,Historical,EV sales share,Vans,EV,2019,percent,1.60000002384186,51889.0,167.57423898778393,1.73,4683.0,428.96,94.0,478.2846336191499,2428.0,5.0,273.0,50168.94223783985
China,Historical,EV stock share,Buses,EV,2019,percent,15.0,62766.0,370.0,2.28,3599.0,532.65,27.0,72.97157530842554,1174.0,7.0,183.0,50165.81600609098
China,Historical,EV sales share,Buses,EV,2019,percent,61.0,61971.0,599.0,3.4,1304.0,434.0739686978464,84.0,140.23,1031.0,7.0,102.0,50166.433702280214
China,Historical,EV sales,Trucks,FCEV,2019,Vehicles,2000.0,55701.0,29.205776741975853,6.565810317048185,4920.0,291.26,55.0,428.7716669513618,2079.0,5.0,233.0,82268.0
China,Historical,EV stock,Trucks,BEV,2019,Vehicles,190000.0,51147.0,413.0,6.458485734052755,1585.0,261.84,69.05631181080481,217.92,1977.0,4.0,207.0,31338.0
China,Historical,EV stock,Trucks,FCEV,2019,Vehicles,1800.0,56068.0,124.0,7.94,311.0,15.43,35.0,282.26,1205.0,7.0,186.7522935543431,17216.0
China,Historical,EV sales,Trucks,PHEV,2019,Vehicles,31.0,72821.0,175.0,6.395871394405139,1110.0,77.7,70.0,399.00283621980174,1578.0,3.0,170.0,15087.0
China,Historical,EV stock,Trucks,PHEV,2019,Vehicles,31.0,66611.0,563.7232649862639,7.9,4864.0,1001.98,65.0,126.21,1828.0,5.0,124.0,50164.448757387756
China,Historical,EV stock,Cars,PHEV,2019,Vehicles,770000.0,57662.0,453.0,1.65,2664.0,482.72,33.0,72.85,1258.0,2.0,186.54839852166094,4457.0
China,Historical,EV sales,Trucks,BEV,2019,Vehicles,24000.0,44017.0,276.0,7.89,1551.8125750602533,119.23,57.92087704799533,265.96911334025515,1182.0,3.0,230.0,45652.0
China,Historical,EV sales,Cars,PHEV,2019,Vehicles,230000.0,68165.0,331.11154660865986,6.435802560379668,1760.0869807960346,218.89,26.0,85.81,2493.0,3.0,145.0,76049.0
China,Historical,EV stock,Cars,BEV,2019,Vehicles,2600000.0,40896.0,480.0,11.84,715.0,137.28,38.0,25.127240890243115,1708.0,4.0,266.0,29194.0
China,Historical,EV sales,Cars,BEV,2019,Vehicles,830000.0,56637.0,357.0,10.41,4320.0,616.9,41.07790389703027,109.24,1060.0,2.0,186.52115229515238,54985.0
China,Historical,EV charging points,EV,Publicly available fast,2019,charging points,210000.0,54987.0,376.0,8.1,3219.0,484.14,41.0,109.04,1747.4562000190328,2.0,147.0,20518.0
China,Historical,EV charging points,EV,Publicly available slow,2019,charging points,300000.0,64548.0,538.0,10.69,4696.354150396211,886.19,94.0,207.985434890382,1749.3932029955922,5.0,293.0,50165.100336634285
China,Historical,EV stock,Buses,FCEV,2019,Vehicles,2300.0,52197.0,118.0,7.89,3024.7418440952683,201.26,50.0,423.73,1748.223342695949,4.0,159.0,50169.117227206494
China,Historical,EV stock,Buses,BEV,2019,Vehicles,430000.0,55075.600660121105,561.0,8.88,2448.0,549.33,71.685348103405,122.99,1325.0,4.4779354095460455,252.0,32456.0
China,Historical,EV sales,Buses,FCEV,2019,Vehicles,1100.0,77363.0,531.0,6.94,2222.0,471.95,79.0,150.25056422780872,1752.67596039188,4.511215334335864,258.0,86497.0
China,Historical,EV sales,Buses,BEV,2019,Vehicles,68000.0,56555.0,361.51463231982007,11.23,4920.0,702.58,30.0,84.03,1715.0,2.0,297.0,76131.0
China,Historical,EV stock,Vans,BEV,2019,Vehicles,250000.0,77879.0,385.0,8.41,3437.81339424001,536.38,22.0,57.14,1751.2253938606398,4.0,185.145349076137,50161.29222884746
China,Historical,EV sales,Vans,BEV,2019,Vehicles,27000.0,59578.0,163.0,6.528699826191498,3612.0,235.5,90.81111154878676,515.34,1748.9991683552257,5.0,284.0,50166.79417148464
China,Historical,EV sales,Buses,PHEV,2019,Vehicles,1300.0,42525.0,348.0,6.482985338324194,360.0,31.2521203179881,76.0,218.39,1746.6275064637975,5.0,187.72477042422594,24890.0
China,Historical,EV stock,Buses,PHEV,2019,Vehicles,32000.0,75527.0,332.0,6.473798418693652,4727.0,627.75,49.0,147.59,1752.366380390562,3.0,235.0,96191.0
China,Historical,EV stock,Vans,PHEV,2019,Vehicles,44.0,74094.0,115.0,6.43321286745669,2696.9802445062014,172.13,89.0,773.91,1643.0,7.0,185.38903214429868,90527.0
China,Historical,EV sales,Vans,PHEV,2019,Vehicles,27.0,54113.0,405.0,2.95,819.0,132.68,47.0,123.31006331617647,1187.0,4.498258682925902,154.0,6866.0
China,Historical,Electricity demand,Buses,EV,2019,GWh,15000.0,53092.0,309.89427470267026,5.69,3900.0,506.5146783209506,34.0,153.15,1049.0,3.0,209.0,71004.0
China,Historical,Electricity demand,Trucks,EV,2019,GWh,4800.0,68034.0,407.0,8.0,2382.0,387.79,93.0,299.0620028921441,2134.0,4.474045113973443,98.0,39038.0
China,Historical,Electricity demand,Vans,EV,2019,GWh,500.0,42070.0,366.0,8.83,3529.0,516.65,75.0,204.92,2204.0,2.0,161.0,50172.08543377517
China,Historical,Electricity demand,Cars,EV,2019,GWh,8400.0,55111.595562401184,476.0,6.448535801685391,2937.0,559.2,74.0,155.46,2107.0,6.0,194.0,87386.0
China,Historical,Electricity demand,Buses,EV,2020,GWh,15000.0,70595.0,396.0,1.79,1155.0,182.95,49.3656631270961,121.21,1750.062570003519,7.0,264.0,30809.0
China,Historical,Electricity demand,Trucks,EV,2020,GWh,4400.0,72144.0,370.0,6.06,4801.0,710.55,56.46076929540399,181.08,1548.0,4.0,101.0,12163.0
China,Historical,Electricity demand,Vans,EV,2020,GWh,480.0,53801.0,471.0,10.82,2518.9878354162206,466.29,79.0,167.73,1427.0,2.0,196.0,2754.0
China,Historical,Electricity demand,Cars,EV,2020,GWh,9600.0,61342.0,101.0,6.468295945255007,2623.0,105.97,92.0,524.8426972179609,2389.0,5.0,186.29528984154723,47906.0
China,Projection-STEPS,Electricity demand,Buses,EV,2020,GWh,15000.0,31591.0,573.0,9.95,88.0,20.17,93.0,162.3,2399.0,6.0,267.0,50175.82225039567
China,Projection-STEPS,Electricity demand,Trucks,EV,2020,GWh,4400.0,55215.28017873103,367.0,6.419412114360161,3451.0,506.61,97.0,349.68633525617776,1099.0,4.0,101.0,34329.0
China,Projection-STEPS,Electricity demand,Vans,EV,2020,GWh,480.0,41104.0,446.0,11.66,2252.0,401.76,24.0,53.81,1497.0,3.0,220.0,4219.0
China,Projection-STEPS,Electricity demand,Cars,EV,2020,GWh,9600.0,37054.0,402.7675784679932,10.59,2672.300741354533,435.02,30.0,52.63,2445.0,6.0,185.0,54293.0
China,Projection-APS,EV sales share,Buses,EV,2020,percent,66.0,45446.0,430.0,4.54,2505.248943467226,434.17886707856206,43.0,100.0,1502.0,4.0,201.0,50171.226305810786
China,Projection-APS,EV stock share,Buses,EV,2020,percent,17.0,33241.0,132.0,2.3,2411.0,127.3,53.97528086231381,359.55975762829564,1420.0,7.0,296.0,59092.0
China,Projection-APS,EV stock,Cars,PHEV,2020,Vehicles,990000.0,62348.0,589.0,9.78,688.0,333.5291067422368,94.0,159.59,1748.2188345993443,3.0,120.0,4934.0
China,Projection-APS,EV sales,Trucks,BEV,2020,Vehicles,17000.0,73328.0,250.0,6.457515227003948,2620.0,262.0,76.0,304.0,1244.0,4.4800190820721815,276.0,3869.0
China,Projection-APS,EV stock,Trucks,BEV,2020,Vehicles,210000.0,47864.0,327.0,5.17,4133.0,540.6,62.30098545788442,244.65,1747.5029604241977,3.0,183.0,50170.23220928841
China,Projection-APS,EV sales,Trucks,FCEV,2020,Vehicles,1300.0,33707.0,189.0,7.64,3132.0,236.78,79.0,417.99,1223.0,2.0,218.0,27770.0
China,Projection-APS,EV stock,Trucks,FCEV,2020,Vehicles,3200.0,55081.35728674347,352.0,2.88,2441.0,343.69,85.0,241.48,1642.0,4.0,213.0,33946.0
China,Projection-APS,EV stock,Trucks,PHEV,2020,Vehicles,58.0,61941.0,129.0,9.37,3004.0,155.01,95.958306699839,573.64,1907.0,4.450896461959575,161.0,21469.0
China,Projection-APS,EV sales,Trucks,PHEV,2020,Vehicles,27.0,66120.0,303.0,9.06,4451.0,539.46,32.0,105.61,1751.214762726687,3.0,79.0,94075.0
China,Historical,EV sales,Vans,PHEV,2020,Vehicles,1.0,62592.0,488.0,6.4597129687769135,700.0,136.64,70.45113938237796,161.89,1750.0795340947793,2.0,213.0,55866.0
China,Historical,EV stock,Vans,PHEV,2020,Vehicles,77.0,69007.0,134.0,2.41,3846.0,206.15,88.05521802146394,514.93,2418.0,7.0,212.0,50163.92151245754
China,Historical,EV stock,Buses,PHEV,2020,Vehicles,34000.0,31052.0,320.0948024034706,11.67,2189.0,241.67,54.0,195.65,1241.0,4.491988308712991,151.0,50407.0
China,Historical,EV sales,Buses,PHEV,2020,Vehicles,1800.0,47278.0,4.439116482665327,6.478614943244196,2887.0,124.72,70.0,648.15,2362.0,3.0,187.22483446940643,26614.0
China,Historical,EV sales,Vans,BEV,2020,Vehicles,26000.0,40112.0,135.0,6.28,1819.0,98.23,84.0,622.22,1064.0,5.0,201.0,77294.0
China,Historical,EV stock,Vans,BEV,2020,Vehicles,270000.0,54957.43907446979,136.0,9.18,1619.0,88.07,28.0,261.11405539496604,1748.808005140351,6.0,242.0,50168.516817382726
China,Historical,EV sales,Buses,BEV,2020,Vehicles,55000.0,49903.0,497.0,10.48,1425.0,357.7236883578442,40.0,80.48,1734.0,4.0,187.0,91366.0
China,Historical,EV sales,Buses,FCEV,2020,Vehicles,1200.0,55939.0,454.0,6.459874463721448,1928.0,350.12,61.38842842228685,139.6596680891371,1747.479054428457,6.0,259.0,11679.0
