region,category,parameter,mode,powertrain,year,unit,value,price,range_km,charging_time,sales_volume,co2_saved,battery_capacity,energy_efficiency,weight_kg,number_of_seats,motor_power,distance_traveled,Vendedor,Región,Ventas,Costos,Fecha_Venta,Metodo_Pago,Ganancia,Rentabilidad,Costo_Por_Venta
Denmark,Historical,EV sales,Cars,PHEV,2019,Vehicles,3900.0,70034.0,520.0,1.41,122.0,25.38,98.0,188.46,2196.0,3.0,96.0,68270.0,Ana,Sur,207,136.17078740522368,2024-10-06 22:05:04.283167,Transferencia,70.82921259477632,Baja,0.6578298908464912
Denmark,Historical,EV stock,Trucks,BEV,2019,Vehicles,13.0,53717.0,295.0,8.02,3869.0,488.1316786122167,89.0,368.6065217403615,2235.0,4.0,82.0,50168.51978106106,Ana,Sur,355,302.730681391059,2024-10-13 22:05:04.283167,Efectivo,52.26931860894098,Baja,0.8527624827917155
Denmark,Historical,EV sales,Trucks,FCEV,2019,Vehicles,1.0,64450.0,475.0,9.08,4026.0,697.4046129038952,62.57236879523309,131.2405644865027,1750.972197813342,4.474920330349367,103.0,91016.0,Ana,Oeste,411,312.7800135216882,2024-09-21 22:05:04.283167,Efectivo,98.2199864783118,Baja,0.7610219307097037
Denmark,Historical,EV sales,Trucks,BEV,2019,Vehicles,3.0,62734.0,575.0,3.83,2539.864748412256,600.5433381849564,59.0,102.61,2381.0,3.0,186.2780560919969,36019.0,Pedro,Este,458,304.5720580846513,2024-09-23 22:05:04.283167,Transferencia,153.4279419153487,Media,0.6650044936346098
Denmark,Historical,EV sales,Buses,PHEV,2019,Vehicles,17.0,50197.0,508.0,8.52,600.0,121.92,51.0,100.39,2132.0,3.0,212.0,50170.12082876238,Ana,Sur,282,229.97222873878815,2024-10-02 22:05:04.283167,Efectivo,52.02777126121185,Baja,0.8155043572297452
Denmark,Historical,EV stock,Buses,PHEV,2019,Vehicles,24.0,71584.0,247.0,2.8,3096.0,305.88,53.0,214.57,1807.0,7.0,88.0,64337.0,Pedro,Sur,258,214.06539565970598,2024-10-09 22:05:04.283167,Tarjeta de Crédito,43.934604340294015,Baja,0.8297108358903332
Denmark,Historical,EV sales share,Buses,EV,2019,percent,7.69999980926514,36145.0,516.0,8.33,4476.583772643195,852.43,20.0,38.76,1722.0,2.0,96.0,83867.0,Luis,Norte,138,121.87895113137002,2024-10-04 22:05:04.283167,Transferencia,16.121048868629984,Baja,0.8831808052997827
Denmark,Historical,EV sales share,Vans,EV,2019,percent,0.910000026226044,55195.13942743473,448.0,8.78,3593.0,643.87,82.0,183.04,1619.0,2.0,186.7047307325555,88547.0,Carlos,Este,368,279.9715980291038,2024-09-29 22:05:04.283167,Transferencia,88.0284019708962,Baja,0.7607923859486516
Denmark,Historical,EV stock share,Buses,EV,2019,percent,0.889999985694885,55208.69015932584,332.0,10.06,3271.0,434.39,49.79244786186386,171.69,2376.0,5.0,93.0,32667.0,Maria,Sur,365,317.71577512594223,2024-09-30 22:05:04.283167,Efectivo,47.28422487405777,Baja,0.8704541784272389
Denmark,Historical,EV stock share,Trucks,EV,2019,percent,0.027000000700355,33187.0,219.0,6.488792228411628,279.0,24.44,77.0,351.6,2019.0,7.0,226.0,21703.0,Pedro,Oeste,288,227.3279994942542,2024-10-03 22:05:04.283167,Transferencia,60.672000505745814,Baja,0.7893333315772715
Denmark,Historical,EV sales share,Trucks,EV,2019,percent,0.043999999761582,32151.0,405.7236554352689,6.546889251547417,253.0,47.36,59.0,126.07,1745.6176188638754,2.0,283.0,30837.0,Carlos,Norte,239,165.9360954920245,2024-10-09 22:05:04.283167,Transferencia,73.06390450797551,Baja,0.6942932865775083
Denmark,Historical,EV stock share,Vans,EV,2019,percent,0.310000002384186,52749.0,292.9760727380859,7.44,1102.0,79.34,60.19882598069913,261.11,1746.939783179134,4.513180074029735,223.0,3111.0,Maria,Oeste,141,126.83987470230397,2024-10-02 22:05:04.283167,Transferencia,14.160125297696027,Baja,0.8995735794489643
Denmark,Historical,EV stock share,Cars,EV,2019,percent,0.959999978542328,34666.0,241.66857751024324,7.34,2249.0,164.63,91.0,415.9468898799668,1043.0,7.0,99.0,5577.0,Ana,Este,343,247.30819353831512,2024-09-26 22:05:04.283167,Transferencia,95.69180646168488,Baja,0.7210151415111228
Denmark,Historical,EV sales share,Cars,EV,2019,percent,4.19999980926514,47044.0,138.0,1.95,4144.0,228.75,58.0,420.29,1094.0,4.0,234.0,20124.0,Maria,Este,472,355.63638362921,2024-10-08 22:05:04.283167,Transferencia,116.36361637079,Media,0.7534669144686652
Denmark,Historical,EV sales share,Cars,EV,2020,percent,16.0,46700.0,597.0,6.446771193995877,3217.0,768.22,60.0,38.27259536914238,1035.0,6.0,187.30592243988968,73773.0,Pedro,Sur,208,180.08445868710973,2024-09-19 22:05:04.283167,Transferencia,27.91554131289027,Baja,0.8657906667649506
Denmark,Historical,EV stock share,Cars,EV,2020,percent,2.29999995231628,57491.0,571.0,5.81,2471.0,564.38,65.31077633028727,82.31,1054.0,2.0,180.0,98016.0,Pedro,Norte,418,372.32483580047887,2024-10-02 22:05:04.283167,Efectivo,45.675164199521134,Baja,0.8907292722499495
Denmark,Historical,EV stock share,Vans,EV,2020,percent,0.469999998807907,55425.0,252.0,1.43,1205.0,121.46,67.0,265.87,2057.0,4.0,158.0,64793.0,Pedro,Norte,173,130.9620376931474,2024-09-21 22:05:04.283167,Efectivo,42.03796230685259,Baja,0.7570059982262856
Denmark,Historical,EV sales share,Trucks,EV,2020,percent,0.560000002384186,36338.0,455.0,4.16,792.5159830142252,189.1,59.0,129.67,2294.0,4.55394724444238,218.0,18.0,Ana,Sur,174,139.18899291726225,2024-09-25 22:05:04.283167,Transferencia,34.811007082737746,Baja,0.7999367409038061
Denmark,Historical,EV stock share,Trucks,EV,2020,percent,0.05799999833107,40494.0,379.0,10.58,871.0,132.04,62.0,163.59,1900.0,2.0,82.0,27632.0,Ana,Oeste,126,94.52357387340439,2024-09-30 22:05:04.283167,Transferencia,31.476426126595612,Baja,0.7501870942333682
Denmark,Historical,EV stock share,Buses,EV,2020,percent,0.939999997615814,55201.37630165221,257.0,6.73,3355.169396639924,378.72,87.0,338.52,1933.0,4.0,203.0,50168.154423489,Luis,Este,439,270.82923274478657,2024-09-21 22:05:04.283167,Transferencia,168.17076725521343,Media,0.6169230814232041
Denmark,Historical,EV sales share,Vans,EV,2020,percent,2.5,54821.031053419065,440.7551768687339,9.79,721.0,128.63,97.0,217.49,1766.0,5.0,195.0,61272.0,Ana,Oeste,492,397.8905780004307,2024-10-03 22:05:04.283167,Tarjeta de Crédito,94.10942199956929,Baja,0.8087206869927454
Denmark,Historical,EV sales share,Buses,EV,2020,percent,2.90000009536743,37499.0,241.1346166453297,5.24,4640.0,546.0244055115963,20.0,142.7142101323137,2198.0,2.0,206.0,50173.28006222559,Ana,Este,485,291.8737944074624,2024-10-16 22:05:04.283167,Transferencia,193.1262055925376,Media,0.6018016379535307
Denmark,Historical,EV sales,Trucks,BEV,2020,Vehicles,28.0,50823.0,261.5498850044351,3.0,1843.757828811788,152.99,33.0,175.01859618829053,1747.211190839205,7.0,235.0,20672.0,Pedro,Norte,470,349.62227958175913,2024-10-13 22:05:04.283167,Tarjeta de Crédito,120.37772041824087,Media,0.7438771905994875
Denmark,Historical,EV sales,Buses,FCEV,2020,Vehicles,3.0,59641.0,599.0,8.92,1570.0,376.17,81.0,135.23,1991.0,2.0,92.0,28352.0,Maria,Norte,405,264.0360928362128,2024-09-24 22:05:04.283167,Transferencia,140.9639071637872,Media,0.6519409699659575
Denmark,Historical,EV stock,Buses,FCEV,2020,Vehicles,3.0,54592.0,358.5080438716088,6.92,1488.0,219.03,59.44477665546006,206.38981436043696,1960.0,7.0,203.0,93734.0,Carlos,Sur,337,291.5015558246945,2024-10-03 22:05:04.283167,Tarjeta de Crédito,45.49844417530551,Baja,0.8649897798952358
Denmark,Historical,EV sales,Trucks,FCEV,2020,Vehicles,1.0,55242.86892502983,373.0,11.68,3602.0,537.42,89.0,309.6520043014702,2485.0,4.0,149.0,50168.10520524873,Luis,Oeste,266,159.9096194420626,2024-10-07 22:05:04.283167,Transferencia,106.09038055793741,Media,0.6011639828648969
Denmark,Historical,EV stock,Trucks,BEV,2020,Vehicles,28.0,55055.62152041475,434.0,9.33,2520.729039421988,440.7925708917581,41.0,94.47,1478.0,7.0,118.0,74441.0,Ana,Norte,297,252.84496335013924,2024-10-04 22:05:04.283167,Efectivo,44.15503664986076,Baja,0.8513298429297618
Denmark,Historical,EV sales,Cars,PHEV,2020,Vehicles,18000.0,50776.0,320.0,4.75,589.0,75.39,76.0,237.5,1749.6372958116808,2.0,296.0,82308.0,Carlos,Norte,228,200.67385472661007,2024-09-29 22:05:04.283167,Transferencia,27.326145273389926,Baja,0.8801484856430266
Denmark,Historical,EV stock,Buses,BEV,2020,Vehicles,88.0,51037.0,209.0,10.99,4742.0,520.3867044010085,57.01347482315934,310.0953527423813,1747.3444164751122,4.0,276.0,38093.0,Luis,Oeste,295,258.435010837689,2024-10-09 22:05:04.283167,Transferencia,36.56498916231101,Baja,0.8760508841955559
Denmark,Historical,EV sales,Buses,BEV,2020,Vehicles,6.0,55652.0,412.3216946176318,11.38,613.0,137.07,39.0,69.77,1748.775376215835,6.0,286.0,42116.0,Luis,Oeste,327,209.13571996228686,2024-10-12 22:05:04.283167,Efectivo,117.86428003771314,Media,0.639558776643079
Denmark,Historical,EV stock,Cars,FCEV,2020,Vehicles,150.0,75948.0,277.0,11.22,3016.0,334.17,58.0031282893388,256.32,1750.6555499083552,7.0,185.27349258436735,38664.0,Luis,Norte,411,338.39102864204267,2024-09-21 22:05:04.283167,Transferencia,72.60897135795733,Baja,0.823335836112026
Denmark,Historical,EV sales,Cars,FCEV,2020,Vehicles,45.0,54982.01562369516,157.0,8.21,1479.0,92.88,53.0,337.58,2082.0,6.0,186.7892230224506,4148.0,Pedro,Oeste,317,254.29840650838918,2024-09-26 22:05:04.283167,Tarjeta de Crédito,62.70159349161082,Baja,0.8022031751053287
Denmark,Historical,EV sales,Cars,BEV,2020,Vehicles,14000.0,55229.62063500293,388.0,5.62,3327.0,516.35,37.0,95.36,1782.0,4.514801485477149,222.0,3093.0,Carlos,Norte,328,234.9781218570233,2024-10-03 22:05:04.283167,Efectivo,93.0218781429767,Baja,0.7163967129787295
Denmark,Historical,EV stock,Cars,BEV,2020,Vehicles,32000.0,48902.0,476.0,10.03,4897.0,932.39,63.0,145.34530310819008,1058.0,6.0,289.0,92572.0,Luis,Este,319,208.580537254741,2024-10-01 22:05:04.283167,Tarjeta de Crédito,110.41946274525901,Media,0.6538574835571818
Denmark,Historical,EV stock,Vans,PHEV,2020,Vehicles,430.0,32379.0,410.0,6.534626674452042,399.0,65.44,34.0,69.95836652087505,1323.0,3.0,188.42347966360208,50175.51808232401,Ana,Oeste,103,71.96149732827645,2024-10-11 22:05:04.283167,Transferencia,31.03850267172355,Baja,0.6986553138667616
Denmark,Historical,EV stock,Cars,PHEV,2020,Vehicles,30000.0,54879.238872328446,427.0,7.59,1035.0,176.78,69.0,161.59,1704.0,4.5322389895993815,235.0,41280.0,Luis,Este,173,146.56835705451707,2024-09-28 22:05:04.283167,Transferencia,26.431642945482935,Baja,0.8472159367313126
Denmark,Historical,EV sales,Vans,BEV,2020,Vehicles,620.0,54735.98995499045,156.0,1.32,168.0,10.48,32.793430520206826,237.18,1973.0,6.0,202.0,79476.0,Maria,Este,205,172.75988872541157,2024-09-22 22:05:04.283167,Tarjeta de Crédito,32.24011127458843,Baja,0.8427311645142028
Denmark,Historical,EV stock,Vans,BEV,2020,Vehicles,1300.0,54661.0,192.19735527108116,10.85,3209.0,245.17,90.0,445.089980213182,1748.7331556379863,7.0,209.0,57159.0,Pedro,Este,278,177.69372671359594,2024-10-14 22:05:04.283167,Efectivo,100.30627328640406,Media,0.6391860673150933
Denmark,Historical,EV sales,Vans,PHEV,2020,Vehicles,160.0,51950.0,296.0,6.01,3053.0,361.48,59.0,199.32,1747.4188321531742,4.505685722453142,151.0,28763.0,Luis,Oeste,488,411.5941209501884,2024-10-05 22:05:04.283167,Tarjeta de Crédito,76.40587904981157,Baja,0.8434305757175993
Denmark,Historical,EV stock,Buses,PHEV,2020,Vehicles,23.0,76143.0,365.6247354750553,1.84,3030.0,403.6,80.0,240.24,1752.035216320332,2.0,186.0,76605.0,Pedro,Norte,376,308.26143249930743,2024-10-08 22:05:04.283167,Efectivo,67.73856750069257,Baja,0.8198442353704984
Denmark,Historical,EV stock,Vans,FCEV,2020,Vehicles,1.0,55485.0,380.0,6.506790319686575,2540.5635747175997,384.41,45.0,118.42,1748.9636393844078,6.0,293.0,57482.0,Pedro,Norte,148,114.16756956160141,2024-09-24 22:05:04.283167,Tarjeta de Crédito,33.83243043839859,Baja,0.7714024970378474
Denmark,Historical,EV charging points,EV,Publicly available fast,2020,charging points,560.0,54970.076245715965,160.0,3.06,2019.0,129.22,41.0856465108206,262.5,1298.0,6.0,278.0,93407.0,Luis,Sur,102,82.34765433089721,2024-09-19 22:05:04.283167,Efectivo,19.652345669102786,Baja,0.8073299444205609
Denmark,Historical,EV charging points,EV,Publicly available slow,2020,charging points,5400.0,73677.0,403.0,6.417627317636006,1429.0,230.35,64.17264198364967,198.51,1661.0,2.0,185.5360613835589,50162.89628891111,Maria,Norte,311,197.92904701448504,2024-09-29 22:05:04.283167,Transferencia,113.07095298551496,Media,0.6364278039050966
Denmark,Historical,EV charging points,EV,Publicly available fast,2021,charging points,240.0,51105.0,408.0,8.38,3328.0,543.13,41.553199360916224,73.53,2290.0,3.0,205.0,50169.39270465995,Ana,Oeste,199,158.08229343516447,2024-09-20 22:05:04.283167,Tarjeta de Crédito,40.91770656483553,Baja,0.7943833840963039
Denmark,Historical,EV charging points,EV,Publicly available slow,2021,charging points,7000.0,59093.0,243.18445298674487,7.31,2546.0,211.83,52.0,250.0,1702.0,4.513573466018904,153.0,81587.0,Maria,Sur,106,75.40242870756347,2024-10-10 22:05:04.283167,Transferencia,30.597571292436527,Baja,0.7113436670524856
Denmark,Historical,EV stock,Vans,FCEV,2021,Vehicles,3.0,36052.0,457.0,4.25,564.0,103.1,39.0,85.34,1745.2198551934762,3.0,186.0,8306.0,Luis,Norte,280,248.79165774807777,2024-10-12 22:05:04.283167,Efectivo,31.208342251922232,Baja,0.8885416348145635
Denmark,Historical,EV stock,Buses,PHEV,2021,Vehicles,24.0,55109.77535512981,407.0,4.47,2533.58225913306,409.7877453514073,35.0,86.0,1111.0,5.0,89.0,4026.0,Pedro,Oeste,435,283.1290254605844,2024-09-28 22:05:04.283167,Tarjeta de Crédito,151.8709745394156,Media,0.6508713228978952
Denmark,Historical,EV sales,Vans,FCEV,2021,Vehicles,2.0,69281.0,199.0,6.495699054257376,2863.7181464429405,242.22,22.0,110.55,2019.0,4.575446229675715,260.0,42529.0,Carlos,Este,362,289.2859000100556,2024-10-08 22:05:04.283167,Tarjeta de Crédito,72.71409998994437,Baja,0.7991323204697669
Denmark,Historical,EV sales,Vans,PHEV,2021,Vehicles,320.0,54857.93498951257,392.6905929348071,6.4783101456701,1240.0,218.74,33.0,74.83,1552.0,5.0,152.0,99335.0,Pedro,Norte,173,129.80235918101312,2024-09-22 22:05:04.283167,Transferencia,43.19764081898688,Baja,0.7503026542255093
Denmark,Historical,EV stock,Vans,BEV,2021,Vehicles,2600.0,62600.0,140.0,4.06,303.0,16.97,50.0,357.14,1378.0,6.0,200.0,4848.0,Luis,Oeste,158,111.73177228660337,2024-09-25 22:05:04.283167,Tarjeta de Crédito,46.26822771339663,Baja,0.7071631157379961
Denmark,Historical,EV sales,Vans,BEV,2021,Vehicles,1500.0,63280.0,267.83532550639325,1.86,2454.0,215.95,34.0,154.55,1171.0,5.0,90.0,21376.0,Luis,Este,281,232.68577544918298,2024-10-02 22:05:04.283167,Efectivo,48.314224550817016,Baja,0.828063257826274
Denmark,Historical,EV stock,Cars,PHEV,2021,Vehicles,78000.0,78522.0,55.038728463994914,8.44,2802.4616878267275,100.42,47.0,451.92,2000.0,2.0,103.0,34666.0,Pedro,Este,290,259.20576004395946,2024-09-27 22:05:04.283167,Efectivo,30.794239956040542,Baja,0.8938129656688257
Denmark,Historical,EV stock,Vans,PHEV,2021,Vehicles,780.0,39955.0,197.0,8.23,3360.556961016042,320.64,90.0,456.85,1519.0,6.0,141.0,11684.0,Luis,Sur,453,392.0001038304967,2024-10-11 22:05:04.283167,Transferencia,60.9998961695033,Baja,0.8653423925618029
Denmark,Historical,EV stock,Cars,BEV,2021,Vehicles,67000.0,78045.0,175.0,6.457227014022207,778.0,54.46,37.0,273.7772916154876,1516.0,3.0,264.0,89280.0,Carlos,Sur,207,171.68620117784113,2024-10-04 22:05:04.283167,Efectivo,35.31379882215887,Baja,0.8294019380572035
Denmark,Historical,EV sales,Cars,BEV,2021,Vehicles,25000.0,30350.0,305.0,6.560376815962799,4770.0,618.8272836887625,55.0,180.33,1562.0,4.501137229748334,206.0,79345.0,Ana,Norte,475,369.86107105157487,2024-10-02 22:05:04.283167,Efectivo,105.13892894842513,Media,0.7786548864243682
Denmark,Historical,EV sales,Cars,FCEV,2021,Vehicles,78.0,55117.93240203357,322.0,7.29,2687.0,346.09,99.0,307.45,1424.0,5.0,247.0,27881.0,Luis,Este,113,97.63306979709112,2024-10-08 22:05:04.283167,Efectivo,15.366930202908875,Baja,0.8640094672308949
Denmark,Historical,EV stock,Cars,FCEV,2021,Vehicles,230.0,74256.0,414.0,6.415767055728447,3590.0,594.5,63.0,152.17,1751.6539807325407,7.0,185.3929505378244,75060.0,Maria,Oeste,293,248.19053357504524,2024-10-15 22:05:04.283167,Efectivo,44.80946642495476,Baja,0.847066667491622
Denmark,Historical,EV sales,Buses,BEV,2021,Vehicles,220.0,55343.82590453402,309.0,9.54,4467.0,552.12,32.0,103.56,2440.0,5.0,253.0,68646.0,Luis,Oeste,191,167.6383022336537,2024-10-01 22:05:04.283167,Efectivo,23.36169776634631,Baja,0.8776874462494958
Denmark,Historical,EV stock,Buses,BEV,2021,Vehicles,310.0,37649.0,430.0,6.44081683648193,4355.464959520994,722.4,39.0,90.7,1274.0,6.0,88.0,4669.0,Ana,Este,279,238.83607536856965,2024-10-07 22:05:04.283167,Transferencia,40.16392463143035,Baja,0.8560432808909306
Denmark,Historical,EV sales,Cars,PHEV,2021,Vehicles,40000.0,57584.0,297.0,11.61,1275.0,151.47,61.0,205.39,1750.7684044557636,4.521833905410591,200.0,94449.0,Carlos,Sur,376,237.0005798025686,2024-10-13 22:05:04.283167,Transferencia,138.9994201974314,Media,0.6303206909642782
Denmark,Historical,EV stock,Trucks,BEV,2021,Vehicles,56.0,31559.0,491.0,6.455505007906787,2952.0,579.77,40.0,81.47,1181.0,7.0,84.0,33741.0,Pedro,Norte,428,355.4694276163579,2024-10-11 22:05:04.283167,Tarjeta de Crédito,72.5305723836421,Baja,0.830536045832612
Denmark,Historical,EV sales,Trucks,FCEV,2021,Vehicles,1.0,49685.0,564.0,4.92,4908.0,1107.24,27.0,-53.55721875570049,2207.0,2.0,132.0,4264.0,Ana,Sur,245,218.06618052572122,2024-09-24 22:05:04.283167,Efectivo,26.933819474278778,Baja,0.8900660429621274
Denmark,Historical,EV stock,Buses,FCEV,2021,Vehicles,4.0,55238.487632691096,239.0,5.68,3499.0,334.5,48.0,200.84,2483.0,4.0,298.0,35610.0,Luis,Sur,200,128.61619453674095,2024-09-22 22:05:04.283167,Tarjeta de Crédito,71.38380546325905,Baja,0.6430809726837048
Denmark,Historical,EV sales,Trucks,BEV,2021,Vehicles,50.0,36029.0,464.0,6.498875348839175,3579.0,664.26,45.0,96.98,1746.181823808472,4.0,242.0,50173.88875283013,Maria,Sur,166,111.61700039956112,2024-09-28 22:05:04.283167,Tarjeta de Crédito,54.38299960043888,Baja,0.672391568672055
Denmark,Historical,EV sales share,Buses,EV,2021,percent,18.0,52521.0,375.0,9.09,1135.0,170.25,91.0,242.67,2013.0,4.5143698248667405,143.0,50169.33195003961,Ana,Este,346,211.39655598694657,2024-09-29 22:05:04.283167,Efectivo,134.60344401305343,Media,0.6109727051645855
Denmark,Historical,EV sales share,Vans,EV,2021,percent,5.69999980926514,63833.0,190.0,9.01,4560.0,346.56,50.0,282.62567108214296,1680.0,5.0,247.0,22046.0,Carlos,Este,273,187.91948961111095,2024-09-28 22:05:04.283167,Transferencia,85.08051038888905,Baja,0.6883497787952781
Denmark,Historical,EV stock share,Buses,EV,2021,percent,3.0,49479.0,243.0,5.93,2069.0,201.11,88.0,362.14,2058.0,4.511428498442459,281.0,34495.0,Luis,Este,186,138.51909063195095,2024-09-28 22:05:04.283167,Transferencia,47.480909368049055,Baja,0.7447262937201664
Denmark,Historical,EV stock share,Trucks,EV,2021,percent,0.109999999403954,79532.0,342.0,7.15,689.0,94.26,45.0,131.58,2308.0,5.0,140.0,96557.0,Luis,Norte,168,149.38526261389165,2024-09-26 22:05:04.283167,Transferencia,18.614737386108345,Baja,0.8891979917493551
Denmark,Historical,EV sales share,Trucks,EV,2021,percent,0.819999992847443,70322.0,260.0,2.87,925.0,96.2,28.0,107.69,1917.0,4.534613059243553,127.0,50163.99706754414,Carlos,Norte,216,156.55218018508089,2024-10-08 22:05:04.283167,Efectivo,59.447819814919114,Baja,0.7247786119679671
Denmark,Historical,EV stock share,Vans,EV,2021,percent,0.920000016689301,52133.0,221.0,2.25,1727.0,102.53414761422192,30.0,135.75,2110.0,2.0,274.0,67878.0,Luis,Sur,419,368.18976376973325,2024-09-26 22:05:04.283167,Efectivo,50.81023623026675,Baja,0.8787345197368335
Denmark,Historical,EV stock share,Cars,EV,2021,percent,5.19999980926514,44256.0,422.0,6.458130468001772,907.0,153.1,73.0,172.99,1407.0,4.494032485166981,90.0,50171.85301988847,Pedro,Este,452,342.106961847962,2024-09-21 22:05:04.283167,Transferencia,109.893038152038,Media,0.756873809398146
Denmark,Historical,EV sales share,Cars,EV,2021,percent,35.0,52824.0,328.69511932416845,5.84,3349.0,436.71,59.41642732187556,230.06,1064.0,3.0,186.8138044039726,13152.0,Pedro,Norte,359,248.08711964569648,2024-09-21 22:05:04.283167,Efectivo,110.91288035430352,Media,0.6910504725506865
Denmark,Historical,EV sales share,Cars,EV,2022,percent,39.0,69416.0,234.0,6.478503126416134,1972.911813762964,134.22,44.0,188.03,1005.0,2.0,185.750928377562,49564.0,Maria,Norte,419,308.7666694052727,2024-10-17 22:05:04.284164,Transferencia,110.2333305947273,Media,0.736913292136689
Denmark,Historical,EV stock share,Cars,EV,2022,percent,7.80000019073486,47543.0,333.0,11.74,2495.0,332.33,47.0,141.14,2042.0,7.0,134.0,97669.0,Carlos,Este,414,322.2291177766364,2024-09-22 22:05:04.284164,Efectivo,91.77088222336363,Baja,0.7783312023590251
Denmark,Historical,EV stock share,Vans,EV,2022,percent,1.5,75312.0,235.0,6.40774830227774,2579.107068410704,233.02518943669455,77.0,327.66,1560.0,4.0,99.0,47998.0,Luis,Oeste,428,321.5098165455566,2024-10-01 22:05:04.284164,Tarjeta de Crédito,106.49018345444341,Media,0.7511911601531696
Denmark,Historical,EV sales share,Trucks,EV,2022,percent,2.09999990463257,33347.0,395.4753498282159,4.54,939.0,182.54,59.0,180.9998520316961,1438.0,6.0,228.0,50175.13825100543,Luis,Sur,166,142.8758146397206,2024-09-29 22:05:04.284164,Tarjeta de Crédito,23.124185360279398,Baja,0.8606976785525338
Denmark,Historical,EV stock share,Trucks,EV,2022,percent,0.200000002980232,53202.0,419.0,11.57,3965.0,664.53,31.0,73.99,1564.0,4.481390941545285,115.0,96072.0,Luis,Sur,450,384.50036203254876,2024-10-09 22:05:04.284164,Transferencia,65.49963796745124,Baja,0.8544452489612194
Denmark,Historical,EV stock share,Buses,EV,2022,percent,6.5,43250.0,139.0,6.542108716580569,1335.0,-29.373671865035305,50.0,359.71,1748.8319150844156,2.0,187.610512965158,88569.0,Pedro,Oeste,479,388.7544713184532,2024-09-21 22:05:04.284164,Tarjeta de Crédito,90.24552868154677,Baja,0.8115959735249545
Denmark,Historical,EV sales share,Vans,EV,2022,percent,8.69999980926514,60548.0,428.0,2.89,3214.0,550.24,74.0,172.9,1307.0,2.0,196.0,50166.550936440224,Ana,Oeste,363,289.57890711796614,2024-10-05 22:05:04.284164,Efectivo,73.42109288203386,Baja,0.7977380361376478
Denmark,Historical,EV sales share,Buses,EV,2022,percent,34.0,55053.03680241526,455.8578062285129,9.46,2553.0,491.2,64.08721741846347,155.12448574720824,1644.0,5.0,272.0,84946.0,Luis,Oeste,336,209.10051585159894,2024-10-13 22:05:04.284164,Transferencia,126.89948414840106,Media,0.6223229638440445
Denmark,Historical,EV sales,Trucks,BEV,2022,Vehicles,100.0,72496.0,577.0,5.15,789.0,182.1,32.0,55.46,2268.0,4.576887652575052,177.0,50163.36415310623,Pedro,Norte,489,293.77944146272085,2024-09-27 22:05:04.284164,Tarjeta de Crédito,195.22055853727915,Media,0.6007759539114946
Denmark,Historical,EV stock,Buses,FCEV,2022,Vehicles,4.0,55826.0,135.0,6.533808248114611,3213.0,173.5,36.0,276.4493282653683,2457.0,5.0,186.6753803849839,99487.0,Pedro,Este,465,357.83341257126784,2024-10-06 22:05:04.284164,Transferencia,107.16658742873216,Media,0.7695342205833717
Denmark,Historical,EV stock,Cars,PHEV,2022,Vehicles,100000.0,64149.0,206.0,9.42,2530.0,208.47,48.0,233.01,2477.0,4.0,164.0,87470.0,Carlos,Norte,217,175.33182184120935,2024-10-18 22:05:04.284164,Tarjeta de Crédito,41.66817815879065,Baja,0.8079807458120246
Denmark,Historical,EV stock,Trucks,BEV,2022,Vehicles,99.0,55773.0,244.0,6.465580252304231,1150.0,112.24,61.0,250.0,1810.0,5.0,186.77303495568196,56521.0,Ana,Sur,339,227.6913266427537,2024-10-02 22:05:04.284164,Transferencia,111.3086733572463,Media,0.6716558308045831
Denmark,Historical,EV sales,Cars,PHEV,2022,Vehicles,26000.0,74980.0,248.0,5.72,1285.0,127.47,87.0,350.81,1065.0,5.0,103.0,90034.0,Carlos,Este,316,204.84854452731415,2024-10-17 22:05:04.284164,Tarjeta de Crédito,111.15145547268585,Media,0.648254887744665
Denmark,Historical,EV stock,Buses,BEV,2022,Vehicles,700.0,37082.0,522.0,1.47,4203.0,770.1096713026002,90.0,205.1432249124262,1929.0,2.0,240.0,30188.0,Maria,Norte,487,416.57456039370055,2024-09-25 22:05:04.284164,Tarjeta de Crédito,70.42543960629945,Baja,0.8553892410548266
Denmark,Historical,EV sales,Buses,BEV,2022,Vehicles,400.0,68291.0,297.0,5.38,189.0,22.45,35.0,164.19416978252917,1947.0,5.0,273.0,50164.7331652002,Pedro,Sur,157,98.30412337322828,2024-10-14 22:05:04.284164,Efectivo,58.69587662677172,Baja,0.6261409132052757
Denmark,Historical,EV stock,Cars,FCEV,2022,Vehicles,230.0,34982.0,395.1659430947779,4.25,4576.0,712.03,26.0,66.84,1093.0,2.0,148.0,52046.0,Ana,Sur,126,109.78153056639003,2024-09-22 22:05:04.284164,Efectivo,16.218469433609968,Baja,0.8712819886221431
Denmark,Historical,EV sales,Cars,FCEV,2022,Vehicles,6.0,70184.0,175.0,6.479974282893318,4697.0,328.79,74.0,422.86,1105.0,4.0,107.0,50163.40451780277,Ana,Norte,148,120.94985375252878,2024-09-24 22:05:04.284164,Efectivo,27.05014624747122,Baja,0.8172287415711404
Denmark,Historical,EV sales,Cars,BEV,2022,Vehicles,31000.0,72045.0,487.0,6.27,2149.0,418.63,61.0,125.26,2298.0,4.0,297.0,61541.0,Carlos,Sur,467,361.83505905264116,2024-10-16 22:05:04.284164,Efectivo,105.16494094735884,Media,0.7748074069649703
